Region,Latitude,Longitude,CO2_level,Water_temperature,Chemical_contamination
Pacific Ocean,29.436726963007914,-24.45232214008945,425.4264973347023,0.9797718235348762,4.7681630391484475
Atlantic Ocean,-57.95352596344474,-21.8142037099972,441.8426432145409,14.267885754660249,1.7616352712626964
Arctic Ocean,82.99265714450192,40.65824969802918,445.0928594502548,12.232443150081968,0.21550054474162028
Atlantic Ocean,-63.240709004439665,159.50730158809472,407.7122586038321,4.836564359253677,0.8954746966409077
Southern Ocean,-15.367657729135729,-93.35062374029822,385.7121159300503,19.692288105019706,1.9610889671677008
Southern Ocean,-74.63705974584411,-136.2595045316695,428.75490858587796,29.134527221048575,4.738898489846149
Southern Ocean,89.43736533227053,-108.91062365042256,375.10013832623,16.865664331935754,0.7059953176859246
Southern Ocean,0.39510185962366506,139.292964075337,406.4074028833518,21.442598293318376,3.817579218341061
Arctic Ocean,17.169303117607882,52.49189255587416,385.8578461524873,2.0535135769805035,0.5434126968734604
Indian Ocean,-77.92623407008305,-77.07355587390235,415.6631073707876,12.530009874509842,4.906287886956385
Pacific Ocean,44.99288467185201,113.74089802870219,374.0398912893507,3.490754554934876,1.908082495545675
Southern Ocean,-52.216993242794565,130.09319869083697,369.15929457348255,18.383875066095314,3.8761726944952803
Atlantic Ocean,71.64977209932849,124.74516192850007,441.8239086675437,28.154464746424637,1.712955414055659
Southern Ocean,-53.07486471323871,150.81355211023958,360.18036829495367,19.853331974149157,3.1383443857940434
Atlantic Ocean,-55.67621028054002,-89.19323273758982,400.59579077349315,2.304091449432646,0.9600804237001836
Atlantic Ocean,-83.42105978734293,91.81509434866018,372.0852782963009,10.639986149552485,0.7301050964848127
Southern Ocean,-5.02794988020014,-14.205780981309601,353.8929963325667,16.519901383225545,4.690320697840656
Arctic Ocean,11.671403987270963,123.11947904042216,353.60188182914266,12.096232683997567,4.588236389522168
Atlantic Ocean,-78.17244490289657,82.25664377818077,367.52217721058275,25.00932031425517,4.437344701064411
Atlantic Ocean,49.59497100510191,99.52108073990087,436.67703545060004,24.440130141299676,3.1271672508329673
Southern Ocean,-8.40800974535503,56.21826156518574,378.2478743977027,18.354930603096644,4.041341056081391
Atlantic Ocean,4.390248478964409,-116.12564299090553,445.04591705752955,11.203738353981157,0.34518468455687457
Atlantic Ocean,-10.662705551118933,16.209690802897796,408.1622292989193,7.660091212897324,1.6739452094533958
Southern Ocean,-17.86264904244132,174.48110622882297,393.66141897687663,3.1762295463938797,1.5685156237857811
Southern Ocean,10.735259635479224,157.45970393896283,408.00888346694546,10.646930504596622,3.1782266097630663
Pacific Ocean,-62.05675573247175,-164.4574551130758,401.6698385226268,12.395175516231586,1.7797888673532025
Arctic Ocean,-57.2529365108512,-120.66666633740263,425.8776253757325,20.27468775312221,0.742533908218404
Arctic Ocean,65.12141178243311,-132.57764155635772,378.2496065972852,19.744794728927204,2.9823353770677183
Atlantic Ocean,80.3007831840539,81.35276759470639,385.3050391600302,2.1032441892377083,4.071919603345408
Arctic Ocean,-22.804323069644468,114.4027187485002,439.40943025332507,11.857779462934733,1.910617472299866
Atlantic Ocean,-41.26595883416032,-103.1359081281581,444.64565131504054,5.4533660165208575,0.6613435754924085
Pacific Ocean,25.91991778302284,2.1069694626584408,439.25582274864746,4.7043811595041705,0.9834409865641153
Southern Ocean,-16.427849202342642,122.65309008403199,391.94479939573137,24.819064492117377,1.18741652584692
Southern Ocean,-85.43045598113792,83.8085561158502,428.0365503006882,1.257456501487726,1.499487964972681
Southern Ocean,-61.89253247408573,15.20539397706537,397.63357333010987,12.57548627706364,3.2139753525315458
Arctic Ocean,38.875001192531556,32.52516856515825,399.7539852146102,5.046109672995546,3.004727422688595
Pacific Ocean,28.60630954382725,3.0097968898607803,370.4680109057284,26.37990647035422,3.480399307835196
Arctic Ocean,-85.12272134937297,-72.8825575252246,409.11303032585164,16.711215398251053,1.8125099226575658
Arctic Ocean,-50.0450108520691,23.4079174292458,368.6135897753348,6.941419091305441,4.119988259399891
Pacific Ocean,-48.40653661414715,67.99870873803263,383.1564699067194,15.072818614991291,1.0204383057788013
Pacific Ocean,30.940693847771115,134.39624970989075,435.5030201619935,21.944590791093475,2.3452037375907695
Pacific Ocean,-86.45210320421445,49.064887432529304,370.70758092108554,28.743540267583015,4.004693607707152
Pacific Ocean,-71.26045524277671,94.00375333553689,357.1158285173433,6.613380127362568,0.9007932386630962
Southern Ocean,53.98489536717409,-122.37421141635372,356.9007592612816,26.585453163880352,0.5493155687039147
Indian Ocean,-57.86196083021995,-13.839309208875648,444.0784520503108,28.029123425024707,4.418419838439949
Indian Ocean,27.494299413337444,-176.64061686224642,400.69204379618344,27.492616335961987,1.7146483137959794
Pacific Ocean,-47.12709941158923,-91.1956087722157,390.9412071817018,19.062430705857295,3.41935062454516
Indian Ocean,-72.10054930331788,81.52621744068176,431.08785810079183,18.89461963304123,0.1267430213196924
Indian Ocean,-46.22900562009826,177.05158248577084,433.5825927910516,12.096318995514682,3.450234442047248
Pacific Ocean,40.008047734018646,-144.29588414860228,383.21910331156045,22.571936469113638,1.5805065577348527
Indian Ocean,64.02536425913144,-35.46204628993624,419.36180574737955,15.938820550527957,0.2787042679372087
Arctic Ocean,59.4395756220585,108.02554873169743,427.11228158518867,20.323142136848833,3.049063807740585
Atlantic Ocean,-18.506964668678137,-106.54717153359641,415.4650686865955,12.853737115463863,1.2040190803658661
Atlantic Ocean,30.255324582716312,19.83058174882305,365.15950748000995,21.94489392129417,1.9340362102594
Pacific Ocean,-53.10282682515223,83.90566657068291,437.5883083517057,24.734145528136473,0.40290406143256796
Southern Ocean,-37.23340855301761,41.75476209366445,403.9094552736009,4.393087698084484,0.7358162554747266
Pacific Ocean,71.34044733380156,-112.31109553845019,378.24724263700034,24.98789146722684,1.4898861774792187
Southern Ocean,-87.65965376806751,-52.061555273133806,392.5228185437694,16.208895953709217,0.4487975028007857
Atlantic Ocean,-74.60846444619574,102.16504241474297,353.75710903989074,25.33997727270673,4.554131323431577
Pacific Ocean,-52.58047407371508,19.521545087525993,362.78668012224176,12.939051190230439,0.03023521591989209
Arctic Ocean,-85.22420330271245,-178.11733912455142,426.55467505158606,11.371214561491051,2.419301094321557
Indian Ocean,-57.341621683836486,93.9566736101138,350.0011634755366,27.451821975516673,0.6162372906627572
Southern Ocean,14.94748097454459,-167.28791222151392,391.6565828482292,7.535078026452039,1.5383954473897425
Indian Ocean,-14.143580893350375,88.46416178324358,402.25101810855887,25.326369758584292,4.630297799091327
Indian Ocean,70.68090799385547,-107.10699834051454,355.46344200009725,14.520617175282123,0.8084727663699343
Pacific Ocean,57.139841112919356,164.90645284297688,447.3078162972333,15.422863276537791,4.829161598591663
Indian Ocean,-28.47287669438232,-47.54132953124957,372.6125331249672,9.254048444684521,1.0289718849471086
Arctic Ocean,-43.303781982367354,-62.30461811829153,380.4198719636281,17.19126601857047,3.7078305423341478
Indian Ocean,-21.655366529891964,-126.40030188031992,380.3942512255027,9.756335888286339,2.733386324486559
Pacific Ocean,16.253089652665395,-69.98248242352264,373.041666211735,1.1780824272495694,4.422393637983796
Arctic Ocean,-41.74854465188227,135.5942742581522,350.14738220863114,8.159958160330682,2.7699662775156546
Atlantic Ocean,22.346803412844125,178.68036154580903,422.93447940879963,0.19137130219772036,2.6727960957815435
Indian Ocean,-16.30590260557672,-47.4085690175346,446.68454997992853,29.3506436117057,0.9772900018419994
Pacific Ocean,9.368492553356447,-18.500172856364685,372.4293483285045,28.972416294592424,0.8311468102582936
Atlantic Ocean,-11.497224755643003,79.94553775298533,416.30471918034226,11.85465892416915,4.582445755577571
Atlantic Ocean,-36.996163282454816,139.03048096742685,424.1896326958715,21.85112563018938,1.6391909942501703
Southern Ocean,80.72159525318821,33.495960307242285,434.84253790905245,10.374182952312749,1.8604112748144797
Arctic Ocean,47.449042948756954,-39.05074865598144,392.26291970136094,20.132794712579283,3.7991182921419417
Indian Ocean,-64.77962836203854,-31.45613729449545,380.2930905640429,24.162901291379374,1.6941174121140368
Pacific Ocean,66.3242356616243,70.42253273885046,382.5295134023031,28.402687340767223,4.760312233195013
Southern Ocean,-2.2623843150875445,-178.84142510245968,421.26213330985127,12.00636827549016,3.6896388449940014
Arctic Ocean,71.01940084093644,43.052161485542655,431.6779466505636,23.49893948868143,2.9871462128671
Southern Ocean,53.973946070516746,-52.02251624111133,368.16139677566025,7.977853518963563,4.404475802723763
Arctic Ocean,-13.461569195537976,105.91103925975034,387.0941008157765,29.70996911380945,0.24802954174741376
Arctic Ocean,-85.95552450237886,-146.52336966367244,440.194019674915,0.7730879629305343,1.2853134609460437
Indian Ocean,-41.63807531070971,31.752816101420592,430.66935196947395,18.10586419503363,2.32518167110455
Arctic Ocean,7.494158638956051,-6.849759640995444,448.4858402762476,19.785179449539815,1.1348926973576052
Southern Ocean,24.026079568706507,51.23718932588187,425.4248259682081,20.641366712223864,3.7195259365107596
Arctic Ocean,-43.58021662202359,-156.6527059861314,389.31952010279224,3.61162736367267,4.596040155268626
Indian Ocean,-64.91590666689166,28.79416347412726,409.0637833994638,28.155893504193912,2.1188505996546168
Indian Ocean,60.28744262387383,22.134451665428543,416.10142542473204,5.435498371502484,1.7106630005594747
Southern Ocean,87.1923925266394,21.83763398982154,357.8455816317124,18.682602097195232,4.8077536606878315
Atlantic Ocean,4.624232814483449,37.255559974723724,404.4496959103865,6.680282373692549,2.2242621641377043
Atlantic Ocean,-59.097728547305366,63.528457401490414,420.932082847261,9.216492510638126,2.445242002246416
Arctic Ocean,-40.98468122651359,109.7960398850771,366.73213040010603,16.39375625184373,1.758249361709527
Pacific Ocean,-86.68967822145599,-82.86454075384283,428.0631717425557,12.515802556937295,4.547742365060692
Arctic Ocean,74.57378518088981,117.01778766482232,408.37727805141117,4.806768029295188,2.844777416409254
Southern Ocean,-68.8048050797746,-0.6279543851566984,445.2221785697595,5.128092072625448,3.810872935908223
Southern Ocean,13.77296559256564,-152.2590195116408,354.24222982068915,12.54434364488399,4.059033591754432
Southern Ocean,-40.67006027630292,-158.9216654721675,376.5326137555467,22.71848934826502,1.709245209586291
Southern Ocean,9.75204045284282,-59.67420526941811,410.1553879299824,26.938939405433658,2.1684716566019
Southern Ocean,27.25566990333556,102.56291176012832,379.6559912205931,2.523829867781485,4.242358872031323
Indian Ocean,59.353524667296284,74.76513650672968,421.44241640712426,11.793117226782032,1.8162767583790513
Atlantic Ocean,-52.844171083091425,103.90138728206631,425.9005282521931,3.007366911686299,3.9696756672592564
Southern Ocean,-88.02075084147351,6.216860318979371,360.2515964066474,0.4977744189779365,4.704961612872186
Pacific Ocean,-65.36058658761469,-21.528360736023387,401.3854464206768,19.8515604793187,3.116051865340035
Pacific Ocean,72.00335553265893,-126.91709038573778,400.8890555591056,18.073483258997634,3.7081364372594443
Pacific Ocean,67.30021396125275,-61.85060870064784,386.9280770215541,4.890573414446586,4.025486560205675
Pacific Ocean,17.5343583906555,-23.7530281774049,443.2924862569672,7.014384992791923,4.225198244483213
Indian Ocean,18.09303487805761,-148.1038453153378,432.7506319873221,0.7112326093355514,1.9752666892839799
Pacific Ocean,29.706601418325988,-100.57969702396394,419.7209381909637,25.048416170832112,0.25631729587999086
Southern Ocean,-58.43316984777907,35.361105862945976,421.4326635734998,29.240717881456543,2.0093813561836975
Arctic Ocean,74.59415026649276,84.83872112610834,396.1716143813119,4.063786103840724,3.3687811489204487
Pacific Ocean,-14.62130551942684,179.40510410146186,442.0994521096576,6.944256412958944,2.251751928903964
Indian Ocean,-21.03506491509046,155.92079928368076,419.45954272532856,26.052285718408022,3.744815754301993
Indian Ocean,3.4051869509107604,51.32347183266896,422.8981061655816,27.793913938685545,1.7849121473433194
Pacific Ocean,-81.54612598049009,-28.350700814134086,436.1690903787345,12.58882148420431,3.1737207055201475
Arctic Ocean,-60.068993623905705,49.02385129496378,377.4071589342191,1.5186741680722238,0.9320990242698729
Pacific Ocean,42.846050956746666,102.8345825088835,430.7070903866703,1.181755010784582,3.7468471832247845
Indian Ocean,-75.09623977347724,-137.39897126758058,369.5240602956492,17.218495982070312,2.728479844065129
Atlantic Ocean,18.567379703949882,-32.434239709336225,384.53419522448877,11.78685326679537,1.0203219427330028
Southern Ocean,-45.83716025736223,122.32882282882218,383.56104542698426,0.8595728273296355,1.4595558674890363
Indian Ocean,-19.926789472444227,-41.82013730410415,447.85254683891407,17.4975717693767,3.7430435429091617
Pacific Ocean,-38.03512738127402,25.874017641787162,435.65372237479266,0.33907609767067415,2.4130061783076036
Southern Ocean,-25.978911036309157,31.59696991039135,420.11698615902594,23.62115874447819,1.0801572019653611
Pacific Ocean,39.42826293316418,-113.58854887188983,422.70567616153903,9.192984681101148,4.8363559518514885
Pacific Ocean,-36.518091187828496,-49.59524100517618,406.20727944025714,1.207740090276963,3.57562509908444
Atlantic Ocean,11.952835253441492,-59.575936052904424,444.7090667108519,17.650566629494598,4.785674162698981
Southern Ocean,-4.31092760416206,-170.56918492845668,399.62587528823616,11.93053243299164,2.135525226801716
Southern Ocean,29.460809765276665,-171.2909649991121,388.0517709869895,29.214012400714484,2.3755017034586023
Atlantic Ocean,78.62935307845643,119.41093572327844,366.3035336931591,16.325959875111067,4.489776080925096
Indian Ocean,41.862977497845065,-81.69450840978753,428.6205652261058,8.257175431110248,2.6252467012269234
Pacific Ocean,-51.31073185366378,6.508355845973568,423.44439320755913,21.28316593901924,3.5363945595283357
Arctic Ocean,-84.38703568896875,-72.45879350804171,388.4355038524135,8.14476007628134,1.2608643874776497
Pacific Ocean,-42.79247202603148,158.6445282415226,352.51934139592294,27.12729874222695,2.233632343513203
Pacific Ocean,17.114027526045874,-86.65316680832146,433.89973277180104,11.241659115221292,0.6172493290517755
Indian Ocean,-80.74335357283493,-25.323547413983363,351.1417983454074,16.49605688328616,1.0299001793848084
Pacific Ocean,-0.654075503777463,134.18289017445665,420.36997796290507,1.5171931147268658,0.004717076338155435
Atlantic Ocean,17.431712805040064,123.0960840450511,447.0257109726057,12.783637138566924,0.19632525824330116
Atlantic Ocean,-29.836099652947055,-113.00348957534017,393.76613281482037,24.970906189829847,4.886419115884647
Southern Ocean,48.764196674247955,108.95159152645573,373.4973404995953,24.169464160900258,1.2117684756838116
Arctic Ocean,-70.81231443592108,-15.052720774358647,420.4871010043382,6.729556765605787,3.3165535475200096
Pacific Ocean,-76.47519928755442,-6.131206049272123,431.7128142015585,6.7823721303168805,4.195498493998057
Pacific Ocean,41.073976116648595,-131.94720993026024,404.64303160778474,24.519159366397105,2.753302296182821
Indian Ocean,-0.8115630828842768,-150.98345504743511,446.7035275256146,27.911952605079765,0.765722500419781
Atlantic Ocean,33.912431356992485,82.05815051055549,355.1668721657961,2.8608276381901065,3.640582186680832
Arctic Ocean,-11.731079051325679,-1.2739851520920809,400.4795598304528,13.501759182786758,3.001257050497915
Southern Ocean,-45.64763401696077,-22.733747058535357,421.845394732255,10.12362836892687,3.6562529467368754
Atlantic Ocean,57.43841718135596,82.62296231486283,436.2640471149179,26.12065366372318,3.848733114285436
Southern Ocean,53.894858214416274,95.58464363679951,367.925561190779,2.505747440400563,4.877051838423726
Indian Ocean,35.04536475379682,-122.79305963903272,430.0003481763681,6.333778276741122,2.8678164001335498
Indian Ocean,-41.01387529860671,39.681053811950875,405.27070757185453,22.57405012759483,1.7082055634530091
Pacific Ocean,16.241520036435674,-131.2725303800332,389.6553681989963,1.5388154694364675,3.2423227845011855
Arctic Ocean,-25.02469855079518,90.49503097045647,363.17150285790933,14.776061421428677,0.34220354621313065
Southern Ocean,-73.51522680120586,56.503856256170224,436.52957589089124,13.2632110403916,4.4869865916079315
Atlantic Ocean,75.1164435832037,164.38126359004485,365.72732081797153,10.03203536966246,0.5969050566909839
Indian Ocean,-65.37264643458695,-155.17511411168837,380.9787859209099,11.837169459567713,1.6392141894290913
Pacific Ocean,81.04272368774443,-159.46030038554844,379.0045531962437,15.898217607906988,4.078726903130605
Pacific Ocean,-9.718960867567972,-78.41265311044795,437.14140341908546,4.841020751651493,2.986561891653559
Southern Ocean,-56.67607280904846,-85.78595385507386,417.2702994208898,17.159876348507783,1.9681776013872105
Indian Ocean,7.542170528104464,-91.08763233408007,429.66813971913723,24.16296987899959,2.367178296875107
Arctic Ocean,67.1302504577535,146.25164898757322,375.0467898792499,22.804827893704772,4.272736966010902
Indian Ocean,41.800479553721004,-90.16336805417781,412.4874099606999,4.61699714081321,1.7000219302994606
Southern Ocean,55.18100661506094,-82.09809859369284,407.17459831437486,4.477484092244217,4.3482484240608565
Southern Ocean,28.58100600792912,93.38337447046695,433.2830376788271,8.045231032347399,0.44067215488345746
Indian Ocean,34.60978161321344,-18.0936567178056,440.60870604812607,10.832241790231116,3.8839921860431534
Southern Ocean,62.85521728175746,99.61580050386522,351.2156771477387,12.253667442254478,4.237738165273682
Indian Ocean,-45.05975840534653,-156.46818327682132,417.4019919058793,20.39091650500036,0.9090882641866938
Atlantic Ocean,-1.903506544234716,-4.474370277581642,355.1835799119729,1.7004129649750621,2.1517326618610024
Indian Ocean,-50.182300472471596,-167.89910393401826,404.8858665077356,1.0401811267819916,0.8274988733182781
Indian Ocean,87.78024143939646,-157.44484675607237,378.7632729043678,11.75731688831727,3.5330206449710886
Southern Ocean,79.93068114359039,146.31748320398793,380.6776599522141,20.914910764139414,2.6767388403082837
Southern Ocean,-82.90317395366894,-129.87166639766573,385.29585034523564,5.803060288694477,3.1766167335416053
Pacific Ocean,37.00353105282392,11.671445619078156,412.129244904961,19.24513443768755,0.9824348347810558
Pacific Ocean,76.54469713481984,-32.00558306374563,383.4049965668769,7.794844138208984,1.0587293102620976
Atlantic Ocean,-57.49643787707996,-54.95640254681663,423.269905059028,26.58258326440549,0.20748662754953184
Pacific Ocean,12.230141499473305,143.94000444741806,390.45273855738697,26.870698327998497,1.6103376759786485
Indian Ocean,74.78789356584753,-172.14357716082378,356.8353200309959,8.918616128439794,2.798723306668375
Southern Ocean,-83.88972385455621,58.96428702321208,428.37598424841076,6.899812618897215,4.289674569986644
Pacific Ocean,35.53564810443119,166.82199631687814,378.5758324592706,12.339119161986938,3.3346372372934034
Pacific Ocean,-36.47717867294086,21.660546046263107,393.2766879599263,7.215947555404462,2.176981616998757
Atlantic Ocean,76.39131516777547,157.25608633191308,418.5443883221902,20.17151529875111,4.765600571970689
Atlantic Ocean,84.79048412976618,-161.18716345703143,383.2456157148712,24.781940536448566,3.5962260028791593
Indian Ocean,79.9679680404181,-29.23440513330189,355.65856561467155,20.19276392733651,4.6508260143127504
Southern Ocean,-4.641441001656517,-86.34319525366158,387.39210470128137,24.730513417480484,2.6379398663608282
Atlantic Ocean,65.16767717807642,83.0955473930627,444.44485826943037,11.909764866224224,1.294521373965698
Pacific Ocean,62.01889173631267,173.26695257900883,414.17343972985583,4.689509121265826,0.26413343182360993
Southern Ocean,-32.561914816213985,-87.6491775200708,417.1479148667207,22.138528421927763,3.6304242574192527
Southern Ocean,59.20478534712191,55.502856530666804,413.228215363764,10.814235154246617,0.6065149900276706
Pacific Ocean,-83.33862575121132,-108.68485220649356,369.89921389594366,20.138124756873975,1.513875641359836
Atlantic Ocean,17.328578126769543,23.518891645779576,391.833386410228,8.119318259452971,2.662354539419487
Pacific Ocean,-48.59840928821345,-12.98430479219897,425.0939798363318,2.4368890442001803,2.8220829388987383
Southern Ocean,-68.29796056008982,169.92191866735334,360.1372897553159,29.7774538646329,3.0029159849356803
Arctic Ocean,-76.14842370674235,39.069818170727956,377.7852776089712,4.686045237917979,0.8312766517485032
Arctic Ocean,35.33197965806515,-54.177706048745236,377.63191084658536,29.65262981890443,1.8986870241082436
Indian Ocean,-28.822506521748096,-138.92551744034398,393.20189275945063,29.31839797699342,3.0859711355848334
Pacific Ocean,40.45801887517706,-125.55114165542355,448.0368740942185,23.81454311724119,4.849094323168924
Pacific Ocean,-78.23585865619037,-98.88590521755536,356.7502546683822,19.782688862459928,3.6381556884984434
Indian Ocean,-33.24773919049014,-89.65200191749273,401.8700994380595,17.33421150753254,4.613018785469789
Indian Ocean,7.108432627560703,126.22178082280959,367.93646820122103,25.98304636133504,3.811060291570885
Indian Ocean,52.33016967101344,22.040203781708982,447.06765454097444,8.683185648584638,2.958584844462002
Southern Ocean,-32.624549472227415,8.420728094771931,361.33035047274643,14.030436374546312,0.9601168456817227
Pacific Ocean,22.660447758661633,-138.68320612708172,390.36010023615916,18.581699080995058,3.3334282594625653
Southern Ocean,69.47599468251369,129.65028960579662,423.7884984834606,12.335714276084733,3.1168978297995356
Indian Ocean,20.855373872814823,80.21314915505411,420.4554428027445,12.82459362270804,3.012345852286332
Pacific Ocean,-48.06729454434592,-155.6393897159994,392.2728636893932,9.908540025062532,2.4489293399412038
Southern Ocean,-85.60785931982315,74.82063500271673,384.65241679527185,16.92695450053608,2.643283019946378
Southern Ocean,66.61779730216739,15.67375824335258,389.76123785528705,25.51723584045348,1.6722126355905202
Indian Ocean,-86.17150604693032,-150.57887553115984,376.4276263158639,6.045851340189385,2.596563463211516
Pacific Ocean,67.4463010831559,-15.011769049683664,370.53329387068,28.032991162603242,0.9877795283923912
Indian Ocean,5.208684124898156,-5.509336633183096,398.303969755889,20.67262961244689,4.025871986801884
Pacific Ocean,79.03218573232132,-120.32116554122072,376.8533756067607,24.698196380400905,0.928884773493539
Arctic Ocean,53.78098243925976,160.45133292010166,378.746166489725,16.68572077890035,0.4248314494473321
Atlantic Ocean,89.62813989600073,125.99113373303828,415.6756063474557,23.385501042721906,2.181230131785787
Atlantic Ocean,-26.871873218692173,60.84804143847899,446.85373316998925,0.4860119201840163,3.2915371975303094
Atlantic Ocean,48.09389200760285,-13.573598039781416,410.3637200559375,24.551412743386056,2.188584124667707
Indian Ocean,-17.652435550336406,-31.76440502957695,357.6979467064966,1.2041657725609956,1.383770659756543
Arctic Ocean,-3.6223883452964145,54.35044817434351,357.55836138540667,26.697401290885875,2.790855919452204
Pacific Ocean,22.95098337930662,16.355472986485978,445.1423220845566,29.7588824171593,1.7350116770609998
Southern Ocean,67.26188055354098,-157.58168188252117,379.7290790307334,8.822023865303334,4.664338450633165
Pacific Ocean,87.13502445587312,4.500953557319406,359.20669860824756,6.30955668857381,4.61322569801786
Southern Ocean,48.289214495613265,110.30530220382224,409.9044587150382,22.96090091574122,2.5118590998604775
Pacific Ocean,-14.801979209879917,-14.67364406509509,412.3648778290266,7.590790227607597,1.6394199700912926
Arctic Ocean,-14.155739590127368,-161.29563208046338,414.85048201186885,25.966871495166103,3.6856620697831954
Southern Ocean,42.76481428600047,103.0601517782519,376.74020278575415,3.0852777647243013,0.1835647174153332
Indian Ocean,-47.02011376170558,-107.50903843104922,351.5110684214475,3.7786558913807475,2.373845030218256
Pacific Ocean,-70.11465963634896,-86.89649944030604,446.5015369454472,29.374546653018466,1.6816169713516675
Pacific Ocean,-26.168011624660224,-120.70571276437349,375.08930456911025,20.21516694810014,4.602679425512774
Southern Ocean,-38.29698150226529,-61.12257664626088,417.60262880525477,25.406616732868585,0.06001513636341271
Indian Ocean,-36.66453831792178,92.4305420479086,420.66298698787097,9.729881320545541,2.7640743785917454
Indian Ocean,-47.95060481101621,6.978909421417455,411.0007417079486,20.29451248561813,3.70331790533313
